Date,Open,High,Low,Close,Adj Close,Volume
9/18/2019,11723.16406,11723.16406,11511.2998,11617.23145,11617.23145,36589
9/19/2019,11617.23145,11864.40723,11511.2998,11864.40723,11864.40723,159682
9/20/2019,11723.16406,11935.02832,11687.85352,11864.40723,11864.40723,8516333
9/23/2019,11864.40723,11864.40723,11652.54199,11793.78516,11793.78516,10100299
9/24/2019,11652.54199,11829.0957,11581.9209,11723.16406,11723.16406,28107
9/25/2019,11617.23145,11829.0957,11581.9209,11793.78516,11793.78516,46289
9/26/2019,11652.54199,11864.40723,11546.61035,11581.9209,11581.9209,110632
9/27/2019,11546.61035,11723.16406,11475.98828,11652.54199,11652.54199,130555
9/30/2019,11652.54199,11723.16406,11617.23145,11652.54199,11652.54199,508726
10/1/2019,11687.85352,11758.47461,11511.2998,11758.47461,11758.47461,8110706
10/2/2019,11723.16406,11758.47461,11652.54199,11723.16406,11723.16406,86404
10/3/2019,11581.9209,11864.40723,11581.9209,11864.40723,11864.40723,807176
10/4/2019,12111.58203,12111.58203,11723.16406,11935.02832,11935.02832,3036173
10/7/2019,12005.64941,12005.64941,11687.85352,11935.02832,11935.02832,184080
10/8/2019,11723.16406,11935.02832,11723.16406,11864.40723,11864.40723,40271
10/9/2019,11935.02832,12005.64941,11723.16406,11793.78516,11793.78516,3934653
10/10/2019,11687.85352,11793.78516,11652.54199,11793.78516,11793.78516,133160
10/11/2019,11970.33887,11970.33887,11581.9209,11723.16406,11723.16406,24213
10/14/2019,11723.16406,11899.71777,11617.23145,11864.40723,11864.40723,43683
10/15/2019,11864.40723,11864.40723,11652.54199,11793.78516,11793.78516,4974577
10/16/2019,11652.54199,11793.78516,11617.23145,11758.47461,11758.47461,11366430
10/17/2019,11758.47461,11758.47461,11546.61035,11546.61035,11546.61035,13737111
10/18/2019,11652.54199,11723.16406,11405.36719,11687.85352,11687.85352,198664
10/21/2019,11652.54199,11723.16406,11546.61035,11723.16406,11723.16406,4267937
10/22/2019,11723.16406,11723.16406,11475.98828,11723.16406,11723.16406,61326
10/23/2019,11723.16406,11723.16406,11511.2998,11652.54199,11652.54199,70247
10/24/2019,11511.2998,11652.54199,11511.2998,11652.54199,11652.54199,4259597
10/25/2019,11546.61035,11652.54199,11546.61035,11652.54199,11652.54199,70615
10/28/2019,11546.61035,11935.02832,11546.61035,11723.16406,11723.16406,846895
10/29/2019,11723.16406,11723.16406,11581.9209,11723.16406,11723.16406,11511060
10/30/2019,11581.9209,11723.16406,11581.9209,11652.54199,11652.54199,1458777
10/31/2019,11581.9209,11687.85352,11581.9209,11652.54199,11652.54199,57971
11/1/2019,11546.61035,11723.16406,10840.39551,11652.54199,11652.54199,8571274
11/4/2019,11617.23145,11687.85352,11511.2998,11652.54199,11652.54199,137819
11/5/2019,11687.85352,12464.68945,11581.9209,12288.13574,12288.13574,935055
11/6/2019,12288.13574,12288.13574,11723.16406,12288.13574,12288.13574,6631864
11/7/2019,12040.96094,12994.35059,11899.71777,12994.35059,12994.35059,259666
11/8/2019,12570.62109,13382.76855,12570.62109,12994.35059,12994.35059,1901532
11/11/2019,12641.24316,12994.35059,12641.24316,12994.35059,12994.35059,2341016
11/12/2019,12994.35059,13064.97168,12782.48633,13064.97168,13064.97168,193492
11/13/2019,12853.10742,13206.21484,12641.24316,13135.59277,13135.59277,386228
11/14/2019,12853.10742,13241.52539,12853.10742,13241.52539,13241.52539,802815
11/15/2019,13135.59277,13312.14648,13100.28223,13312.14648,13312.14648,442811
11/18/2019,13312.14648,13312.14648,12959.03906,13241.52539,13241.52539,781419
11/19/2019,13206.21484,13241.52539,12959.03906,12959.03906,12959.03906,20107
11/20/2019,12782.48633,12994.35059,12711.86426,12711.86426,12711.86426,59571
11/21/2019,12641.24316,12676.55371,11829.0957,11829.0957,11829.0957,698272
11/22/2019,12288.13574,12288.13574,11687.85352,12005.64941,12005.64941,262498
11/25/2019,12005.64941,12252.8252,11793.78516,12252.8252,12252.8252,97250
11/26/2019,12252.8252,12252.8252,11899.71777,12182.20313,12182.20313,628364
11/27/2019,12182.20313,12182.20313,11935.02832,12005.64941,12005.64941,7722821
11/28/2019,12005.64941,12111.58203,11829.0957,12076.27148,12076.27148,195379
11/29/2019,12182.20313,12182.20313,11899.71777,12076.27148,12076.27148,2971221
12/2/2019,12076.27148,12076.27148,11758.47461,11758.47461,11758.47461,30812
12/3/2019,11899.71777,12005.64941,11617.23145,11935.02832,11935.02832,121960
12/4/2019,11935.02832,11970.33887,11652.54199,11864.40723,11864.40723,141769
12/5/2019,11652.54199,11935.02832,11652.54199,11864.40723,11864.40723,7442496
12/6/2019,11687.85352,12076.27148,11652.54199,11970.33887,11970.33887,144715
12/9/2019,11970.33887,11970.33887,11652.54199,11864.40723,11864.40723,13015574
12/10/2019,11864.40723,11899.71777,11687.85352,11793.78516,11793.78516,7816107
12/11/2019,11723.16406,11864.40723,11581.9209,11793.78516,11793.78516,46897
12/12/2019,11687.85352,11935.02832,11617.23145,11829.0957,11829.0957,90751
12/13/2019,11829.0957,11899.71777,11687.85352,11864.40723,11864.40723,22302184
12/16/2019,11723.16406,11970.33887,11723.16406,11935.02832,11935.02832,77837
12/17/2019,11758.47461,12005.64941,11758.47461,12005.64941,12005.64941,122583
12/18/2019,12005.64941,12005.64941,11829.0957,11970.33887,11970.33887,7397566
